gene,kegg_id,pathway_id,pathway_name
ADCY4,hsa:196883,path:hsa00230,Purine metabolism - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa01100,Metabolic pathways - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa01522,Endocrine resistance - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04015,Rap1 signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04020,Calcium signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04024,cAMP signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04062,Chemokine signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04081,Hormone signaling - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04082,Neuroactive ligand signaling - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04114,Oocyte meiosis - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04211,Longevity regulating pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04213,Longevity regulating pathway - multiple species - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04270,Vascular smooth muscle contraction - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04371,Apelin signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04540,Gap junction - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04611,Platelet activation - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04713,Circadian entrainment - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04714,Thermogenesis - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04723,Retrograde endocannabinoid signaling - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04724,Glutamatergic synapse - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04725,Cholinergic synapse - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04727,GABAergic synapse - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04742,Taste transduction - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04911,Insulin secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04912,GnRH signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04913,Ovarian steroidogenesis - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04915,Estrogen signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04916,Melanogenesis - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04918,Thyroid hormone synthesis - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04921,Oxytocin signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04926,Relaxin signaling pathway - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04928,"Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)"
ADCY4,hsa:196883,path:hsa04934,Cushing syndrome - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04935,"Growth hormone synthesis, secretion and action - Homo sapiens (human)"
ADCY4,hsa:196883,path:hsa04970,Salivary secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04971,Gastric acid secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04972,Pancreatic secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa04976,Bile secretion - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05032,Morphine addiction - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05200,Pathways in cancer - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human)
ADCY4,hsa:196883,path:hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
AKT1,hsa:207,path:hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)
AKT1,hsa:207,path:hsa01522,Endocrine resistance - Homo sapiens (human)
AKT1,hsa:207,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
AKT1,hsa:207,path:hsa04010,MAPK signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04014,Ras signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04015,Rap1 signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04024,cAMP signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04062,Chemokine signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04068,FoxO signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04140,Autophagy - animal - Homo sapiens (human)
AKT1,hsa:207,path:hsa04150,mTOR signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04152,AMPK signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04210,Apoptosis - Homo sapiens (human)
AKT1,hsa:207,path:hsa04211,Longevity regulating pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04213,Longevity regulating pathway - multiple species - Homo sapiens (human)
AKT1,hsa:207,path:hsa04218,Cellular senescence - Homo sapiens (human)
AKT1,hsa:207,path:hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
AKT1,hsa:207,path:hsa04370,VEGF signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04371,Apelin signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04380,Osteoclast differentiation - Homo sapiens (human)
AKT1,hsa:207,path:hsa04510,Focal adhesion - Homo sapiens (human)
AKT1,hsa:207,path:hsa04517,IgSF CAM signaling - Homo sapiens (human)
AKT1,hsa:207,path:hsa04518,Integrin signaling - Homo sapiens (human)
AKT1,hsa:207,path:hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
AKT1,hsa:207,path:hsa04611,Platelet activation - Homo sapiens (human)
AKT1,hsa:207,path:hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
AKT1,hsa:207,path:hsa04620,Toll-like receptor signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04625,C-type lectin receptor signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04630,JAK-STAT signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04660,T cell receptor signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04662,B cell receptor signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04664,Fc epsilon RI signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04666,Fc gamma R-mediated phagosome formation - Homo sapiens (human)
AKT1,hsa:207,path:hsa04668,TNF signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04722,Neurotrophin signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04725,Cholinergic synapse - Homo sapiens (human)
AKT1,hsa:207,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
AKT1,hsa:207,path:hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
AKT1,hsa:207,path:hsa04910,Insulin signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
AKT1,hsa:207,path:hsa04915,Estrogen signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04917,Prolactin signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04922,Glucagon signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human)
AKT1,hsa:207,path:hsa04926,Relaxin signaling pathway - Homo sapiens (human)
AKT1,hsa:207,path:hsa04929,GnRH secretion - Homo sapiens (human)
AKT1,hsa:207,path:hsa04931,Insulin resistance - Homo sapiens (human)
AKT1,hsa:207,path:hsa04932,Non-alcoholic fatty liver disease - Homo sapiens (human)
AKT1,hsa:207,path:hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
AKT1,hsa:207,path:hsa04935,"Growth hormone synthesis, secretion and action - Homo sapiens (human)"
AKT1,hsa:207,path:hsa04936,Alcoholic liver disease - Homo sapiens (human)
AKT1,hsa:207,path:hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
AKT1,hsa:207,path:hsa05010,Alzheimer disease - Homo sapiens (human)
AKT1,hsa:207,path:hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
AKT1,hsa:207,path:hsa05131,Shigellosis - Homo sapiens (human)
AKT1,hsa:207,path:hsa05132,Salmonella infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05135,Yersinia infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05142,Chagas disease - Homo sapiens (human)
AKT1,hsa:207,path:hsa05145,Toxoplasmosis - Homo sapiens (human)
AKT1,hsa:207,path:hsa05152,Tuberculosis - Homo sapiens (human)
AKT1,hsa:207,path:hsa05160,Hepatitis C - Homo sapiens (human)
AKT1,hsa:207,path:hsa05161,Hepatitis B - Homo sapiens (human)
AKT1,hsa:207,path:hsa05162,Measles - Homo sapiens (human)
AKT1,hsa:207,path:hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05164,Influenza A - Homo sapiens (human)
AKT1,hsa:207,path:hsa05165,Human papillomavirus infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05168,Herpes simplex virus 1 infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05170,Human immunodeficiency virus 1 infection - Homo sapiens (human)
AKT1,hsa:207,path:hsa05200,Pathways in cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05205,Proteoglycans in cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human)
AKT1,hsa:207,path:hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
AKT1,hsa:207,path:hsa05210,Colorectal cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05211,Renal cell carcinoma - Homo sapiens (human)
AKT1,hsa:207,path:hsa05212,Pancreatic cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05213,Endometrial cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05214,Glioma - Homo sapiens (human)
AKT1,hsa:207,path:hsa05215,Prostate cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05218,Melanoma - Homo sapiens (human)
AKT1,hsa:207,path:hsa05220,Chronic myeloid leukemia - Homo sapiens (human)
AKT1,hsa:207,path:hsa05221,Acute myeloid leukemia - Homo sapiens (human)
AKT1,hsa:207,path:hsa05222,Small cell lung cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05223,Non-small cell lung cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05224,Breast cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
AKT1,hsa:207,path:hsa05226,Gastric cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05231,Choline metabolism in cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
AKT1,hsa:207,path:hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
AKT1,hsa:207,path:hsa05417,Lipid and atherosclerosis - Homo sapiens (human)
AKT1,hsa:207,path:hsa05418,Fluid shear stress and atherosclerosis - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04010,MAPK signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04211,Longevity regulating pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04668,TNF signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04714,Thermogenesis - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04728,Dopaminergic synapse - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04911,Insulin secretion - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04915,Estrogen signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04918,Thyroid hormone synthesis - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04922,Glucagon signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04926,Relaxin signaling pathway - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04927,Cortisol synthesis and secretion - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04928,"Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)"
ATF2,hsa:1386,path:hsa04934,Cushing syndrome - Homo sapiens (human)
ATF2,hsa:1386,path:hsa04935,"Growth hormone synthesis, secretion and action - Homo sapiens (human)"
ATF2,hsa:1386,path:hsa05020,Prion disease - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05030,Cocaine addiction - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05031,Amphetamine addiction - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05034,Alcoholism - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05161,Hepatitis B - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05203,Viral carcinogenesis - Homo sapiens (human)
ATF2,hsa:1386,path:hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human)
BAD,hsa:572,path:hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)
BAD,hsa:572,path:hsa01522,Endocrine resistance - Homo sapiens (human)
BAD,hsa:572,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
BAD,hsa:572,path:hsa04012,ErbB signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04014,Ras signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04022,cGMP-PKG signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04024,cAMP signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04062,Chemokine signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04140,Autophagy - animal - Homo sapiens (human)
BAD,hsa:572,path:hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04210,Apoptosis - Homo sapiens (human)
BAD,hsa:572,path:hsa04370,VEGF signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04510,Focal adhesion - Homo sapiens (human)
BAD,hsa:572,path:hsa04722,Neurotrophin signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04910,Insulin signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
BAD,hsa:572,path:hsa05010,Alzheimer disease - Homo sapiens (human)
BAD,hsa:572,path:hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
BAD,hsa:572,path:hsa05020,Prion disease - Homo sapiens (human)
BAD,hsa:572,path:hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
BAD,hsa:572,path:hsa05145,Toxoplasmosis - Homo sapiens (human)
BAD,hsa:572,path:hsa05152,Tuberculosis - Homo sapiens (human)
BAD,hsa:572,path:hsa05160,Hepatitis C - Homo sapiens (human)
BAD,hsa:572,path:hsa05161,Hepatitis B - Homo sapiens (human)
BAD,hsa:572,path:hsa05162,Measles - Homo sapiens (human)
BAD,hsa:572,path:hsa05165,Human papillomavirus infection - Homo sapiens (human)
BAD,hsa:572,path:hsa05168,Herpes simplex virus 1 infection - Homo sapiens (human)
BAD,hsa:572,path:hsa05170,Human immunodeficiency virus 1 infection - Homo sapiens (human)
BAD,hsa:572,path:hsa05200,Pathways in cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05203,Viral carcinogenesis - Homo sapiens (human)
BAD,hsa:572,path:hsa05207,Chemical carcinogenesis - receptor activation - Homo sapiens (human)
BAD,hsa:572,path:hsa05208,Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)
BAD,hsa:572,path:hsa05210,Colorectal cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05211,Renal cell carcinoma - Homo sapiens (human)
BAD,hsa:572,path:hsa05212,Pancreatic cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05213,Endometrial cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05215,Prostate cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05218,Melanoma - Homo sapiens (human)
BAD,hsa:572,path:hsa05220,Chronic myeloid leukemia - Homo sapiens (human)
BAD,hsa:572,path:hsa05221,Acute myeloid leukemia - Homo sapiens (human)
BAD,hsa:572,path:hsa05223,Non-small cell lung cancer - Homo sapiens (human)
BAD,hsa:572,path:hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
BAD,hsa:572,path:hsa05417,Lipid and atherosclerosis - Homo sapiens (human)
BAK1,hsa:578,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
BAK1,hsa:578,path:hsa04141,Protein processing in endoplasmic reticulum - Homo sapiens (human)
BAK1,hsa:578,path:hsa04210,Apoptosis - Homo sapiens (human)
BAK1,hsa:578,path:hsa04215,Apoptosis - multiple species - Homo sapiens (human)
BAK1,hsa:578,path:hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
BAK1,hsa:578,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05132,Salmonella infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05160,Hepatitis C - Homo sapiens (human)
BAK1,hsa:578,path:hsa05162,Measles - Homo sapiens (human)
BAK1,hsa:578,path:hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05164,Influenza A - Homo sapiens (human)
BAK1,hsa:578,path:hsa05165,Human papillomavirus infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05168,Herpes simplex virus 1 infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05170,Human immunodeficiency virus 1 infection - Homo sapiens (human)
BAK1,hsa:578,path:hsa05200,Pathways in cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05202,Transcriptional misregulation in cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05203,Viral carcinogenesis - Homo sapiens (human)
BAK1,hsa:578,path:hsa05206,MicroRNAs in cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05210,Colorectal cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05212,Pancreatic cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05213,Endometrial cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05214,Glioma - Homo sapiens (human)
BAK1,hsa:578,path:hsa05216,Thyroid cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05217,Basal cell carcinoma - Homo sapiens (human)
BAK1,hsa:578,path:hsa05218,Melanoma - Homo sapiens (human)
BAK1,hsa:578,path:hsa05220,Chronic myeloid leukemia - Homo sapiens (human)
BAK1,hsa:578,path:hsa05222,Small cell lung cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05223,Non-small cell lung cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05224,Breast cancer - Homo sapiens (human)
BAK1,hsa:578,path:hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
BAK1,hsa:578,path:hsa05226,Gastric cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)
BAX,hsa:581,path:hsa01522,Endocrine resistance - Homo sapiens (human)
BAX,hsa:581,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
BAX,hsa:581,path:hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
BAX,hsa:581,path:hsa04115,p53 signaling pathway - Homo sapiens (human)
BAX,hsa:581,path:hsa04141,Protein processing in endoplasmic reticulum - Homo sapiens (human)
BAX,hsa:581,path:hsa04210,Apoptosis - Homo sapiens (human)
BAX,hsa:581,path:hsa04211,Longevity regulating pathway - Homo sapiens (human)
BAX,hsa:581,path:hsa04215,Apoptosis - multiple species - Homo sapiens (human)
BAX,hsa:581,path:hsa04217,Necroptosis - Homo sapiens (human)
BAX,hsa:581,path:hsa04722,Neurotrophin signaling pathway - Homo sapiens (human)
BAX,hsa:581,path:hsa04932,Non-alcoholic fatty liver disease - Homo sapiens (human)
BAX,hsa:581,path:hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
BAX,hsa:581,path:hsa05012,Parkinson disease - Homo sapiens (human)
BAX,hsa:581,path:hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
BAX,hsa:581,path:hsa05016,Huntington disease - Homo sapiens (human)
BAX,hsa:581,path:hsa05020,Prion disease - Homo sapiens (human)
BAX,hsa:581,path:hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
BAX,hsa:581,path:hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05131,Shigellosis - Homo sapiens (human)
BAX,hsa:581,path:hsa05132,Salmonella infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05152,Tuberculosis - Homo sapiens (human)
BAX,hsa:581,path:hsa05160,Hepatitis C - Homo sapiens (human)
BAX,hsa:581,path:hsa05161,Hepatitis B - Homo sapiens (human)
BAX,hsa:581,path:hsa05162,Measles - Homo sapiens (human)
BAX,hsa:581,path:hsa05163,Human cytomegalovirus infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05164,Influenza A - Homo sapiens (human)
BAX,hsa:581,path:hsa05165,Human papillomavirus infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05168,Herpes simplex virus 1 infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05170,Human immunodeficiency virus 1 infection - Homo sapiens (human)
BAX,hsa:581,path:hsa05200,Pathways in cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05202,Transcriptional misregulation in cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05203,Viral carcinogenesis - Homo sapiens (human)
BAX,hsa:581,path:hsa05210,Colorectal cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05212,Pancreatic cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05213,Endometrial cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05214,Glioma - Homo sapiens (human)
BAX,hsa:581,path:hsa05216,Thyroid cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05217,Basal cell carcinoma - Homo sapiens (human)
BAX,hsa:581,path:hsa05218,Melanoma - Homo sapiens (human)
BAX,hsa:581,path:hsa05220,Chronic myeloid leukemia - Homo sapiens (human)
BAX,hsa:581,path:hsa05222,Small cell lung cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05223,Non-small cell lung cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05224,Breast cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
BAX,hsa:581,path:hsa05226,Gastric cancer - Homo sapiens (human)
BAX,hsa:581,path:hsa05417,Lipid and atherosclerosis - Homo sapiens (human)
BBC3,hsa:27113,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
BBC3,hsa:27113,path:hsa04115,p53 signaling pathway - Homo sapiens (human)
BBC3,hsa:27113,path:hsa04210,Apoptosis - Homo sapiens (human)
BBC3,hsa:27113,path:hsa04215,Apoptosis - multiple species - Homo sapiens (human)
BBC3,hsa:27113,path:hsa04390,Hippo signaling pathway - Homo sapiens (human)
BBC3,hsa:27113,path:hsa05016,Huntington disease - Homo sapiens (human)
BBC3,hsa:27113,path:hsa05162,Measles - Homo sapiens (human)
BBC3,hsa:27113,path:hsa05200,Pathways in cancer - Homo sapiens (human)
BBC3,hsa:27113,path:hsa05210,Colorectal cancer - Homo sapiens (human)
BCL2,hsa:596,path:hsa01521,EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)
BCL2,hsa:596,path:hsa01522,Endocrine resistance - Homo sapiens (human)
BCL2,hsa:596,path:hsa01524,Platinum drug resistance - Homo sapiens (human)
BCL2,hsa:596,path:hsa04064,NF-kappa B signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04115,p53 signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04140,Autophagy - animal - Homo sapiens (human)
BCL2,hsa:596,path:hsa04141,Protein processing in endoplasmic reticulum - Homo sapiens (human)
BCL2,hsa:596,path:hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04210,Apoptosis - Homo sapiens (human)
BCL2,hsa:596,path:hsa04215,Apoptosis - multiple species - Homo sapiens (human)
BCL2,hsa:596,path:hsa04217,Necroptosis - Homo sapiens (human)
BCL2,hsa:596,path:hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
BCL2,hsa:596,path:hsa04340,Hedgehog signaling pathway - Homo sapiens (human)
BCL2,hsa:596,path:hsa04510,Focal adhesion - Homo sapiens (human)
